,0,1,2,3,4,8,9,10,11,13,14,15,16,19,20,21,23,24,25,28,29,31,32,33,36,40,41,42,45,47,52,53,59,60,62,63,64,67,71,72,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,97,99,100,102,103,107,108,109,112,113,114,115,116,117,118,119,120,121,122,126,129,130,134,135,136,137,138,139,141,142,143,144,145,146,149,150,151,153,155,156,157,158,159,160,161,162,166,167,168,169,170,171,172,173,175,176,177,178,179,180,181,182,183,184,186,188,189,190,191,192,193,194,195,200,201,208,210,211,212,213,214,215,216,217,218,219,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,247,250,251,253,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,276,284,313,314,315,322,325,326,327,328,329,330,345,364,369,370,371,372,373,374,375,378,379,380,381,394,395,396,397,398,399,400,401,402,403,404,414,418,419,422,423,432,433,438,449,450,451,458,460,461,462,463,464,465,466,468,472,476,481,482,483,484,485,486,487,488,489,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,521,528,529,530,531,532,533,534,535,536,537,538,542,543,544,546,551,558,559,562,565,570,571,572,578,582,583,586,587,589,Pass/Fail
0,3030.93,2564.0,2187.7333,1411.1265,1.3602,1.5005,0.0162,-0.0034,0.9455,0.0,7.9558,414.871,10.0433,12.519,1.4026,-5419.0,-4043.75,751.0,0.8955,64.2333,2.0222,3.5191,83.3971,9.5126,49.383,61.29,4.515,70.0,130.3691,1.3072,0.0,4.592,-1.7264,350.9264,108.6427,16.1445,21.7264,0.9226,84.0793,0.0,0.0,0.0126,-0.0206,0.0141,-0.0307,-0.0083,-0.0026,-0.0567,-0.0044,7.2163,0.132,0.0,2.3895,0.969,1747.6049,0.1841,8671.9301,-0.3274,-0.0055,-0.0001,0.0001,0.0003,0.0,-0.0251,0.0002,0.135,-0.0042,-0.2468,0.3196,0.0,0.0,0.946,0.0,748.6115,0.9908,58.4306,0.6002,0.9804,6.3788,15.88,2.639,3.353,-0.0473,0.7243,39.2373,123.0,111.3,75.2,46.2,350.671,0.0,6.78,0.0034,0.0898,0.085,0.0358,0.0,4.271,10.284,0.0167,0.41,0.0506,0.0,0.0,1017.0,967.0,1066.0,368.0,2.0,0.9,0.069,0.046,0.725,0.1139,0.3183,0.5888,0.9499,0.3979,0.16,0.0,0.0,20.95,0.3329999999999999,12.49,16.713,0.0803,0.0,65.363,0.0,0.0,0.0,0.0,0.0,0.0,0.292,10.3,5.38,97.314,0.0772,0.0599,0.07,0.0547,0.0704,0.052,0.0301,0.1135,3.4789,0.001,0.0707,0.0211,175.2173,0.0315,1940.3994,0.0,0.0744,0.0546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.004,0.0,0.0,0.0,0.0,0.0,0.0,219.9453,0.0011,0.0189,0.4269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0472,40.855,4.5152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0965,0.0,0.0,53.684,26.3617,49.0013,44.5055,0.0,0.0,0.0,0.0,29.9394,0.0,0.0,0.0,0.0,0.0,0.0,311.6377,63.7987,31.9893,0.0,613.3069,291.4842,494.6996,178.1759,843.1138,0.0,53.1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.6707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.0078,0.0026,1.0616,0.78,1.0344,0.4385,0.0,0.0,533.85,2.1113,8.95,0.0,0.5005,0.0118,0.0,0.0,0.0,-1
1,3095.78,2465.14,2230.4222,1463.6606,0.8294,1.4966,-0.0005,-0.0148,0.9627,0.0,10.1548,414.7347,9.2599,12.4608,1.3825,-5441.5,-3498.75,-1640.25,1.2973,68.4222,2.2667,3.4171,84.9052,9.7997,49.3404,78.25,2.773,70.0,133.1727,1.2887,0.0,4.59,0.8073,352.0073,113.98,10.9036,19.1927,1.1598,82.3494,0.0,0.0,-0.0039,-0.0198,0.0004,-0.044,-0.0358,-0.012,-0.0377,0.0017,6.8043,0.1358,0.0,2.3754,0.9894,1931.6464,0.1874,8407.0299,0.1455,-0.0015,0.0,-0.0005,0.0001,0.0,-0.0158,-0.0004,-0.0752,-0.0045,0.0772,-0.0903,0.0,0.0,0.9425,0.0,731.2517,0.9902,58.668,0.5958,0.9731,6.5061,15.88,2.541,2.7710000000000004,-0.0946,0.8122,37.9213,98.0,80.3,81.0,56.2,219.7679,0.0,5.7,0.0049,0.1356,0.06,0.0547,0.0,6.285,13.077,0.0144,0.35,0.0437,0.0,0.0,568.0,59.0,297.0,3277.0,2.2,1.1,0.079,0.561,1.0498,0.1917,0.4115,0.6582,1.0181,0.2315,0.325,0.0,0.0,17.99,0.439,10.14,16.358,0.0892,0.0,82.986,0.0,0.0,0.0,0.0,0.0,0.0,0.222,8.02,3.74,134.25,0.0566,0.0488,0.1651,0.1578,0.0468,0.0987,0.0734,0.0747,3.9578,0.005,0.0761,0.0014,128.4285,0.0238,1988.0,0.0,0.0203,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,193.0287,0.0007,0.0187,0.5749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,29.743,3.6327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.9713,0.0,61.8918,8.4887,199.7866,48.5294,0.0,0.0,0.0,0.0,40.4475,0.0,0.0,0.0,0.0,0.0,0.0,463.2883,73.5536,30.8643,0.0,0.0,246.7762,0.0,359.0444,130.635,820.79,194.4371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.0078,0.0026,1.3526,1.33,0.9634,0.1745,0.0,0.0,535.0164,2.4335,5.92,0.0096,0.5019,0.0223,0.0096,0.0201,208.2045,-1
2,2932.61,2559.94,2186.4111,1698.0172,1.5102,1.4436,0.0041,0.0013,0.9615,0.0,9.5157,416.7075,9.3144,12.5404,1.4123,-5447.75,-4047.0,-1916.5,1.3122,67.1333,2.3333,3.5986,84.7569,8.658999999999999,49.847,14.37,5.434,70.0,131.8027,1.2992,0.0,4.486000000000001,23.8245,364.5364,115.6273,11.3019,16.1755,0.8694,84.7681,140.6972,0.0,-0.0078,-0.0326,-0.0052,0.0213,-0.0054,-0.1134,-0.0182,0.0287,7.1041,0.1362,0.0,2.4532,0.988,1685.8514,0.1497,9317.1698,0.0553,0.0006,-0.0013,0.0,0.0002,0.0,0.1218,0.0006,0.0134,-0.0026,-0.0301,-0.0728,0.0,0.4684,0.9231,0.0,718.5777,0.9899,58.4808,0.6015,0.9772,6.4527,15.9,2.882,3.094,-0.1892,0.8194,42.0579,89.0,126.4,96.5,45.1001,306.038,0.0,8.33,0.0038,0.0754,0.0483,0.0619,0.0,4.819,8.443,0.0177,0.47,0.0497,0.0,0.0,562.0,788.0,759.0,2100.0,2.1,1.4,0.123,0.319,1.0824,0.0369,0.3141,0.5753,0.9677,0.2706,0.326,0.0,0.0,17.78,0.745,13.31,22.912,0.1959,0.0,60.11,0.0,0.0,0.0,0.0,0.0,0.0,0.139,16.73,5.09,79.618,0.0339,0.0494,0.0696,0.0406,0.0401,0.084,0.0349,0.0718,2.4266,0.0014,0.0963,0.0152,182.4956,0.0284,839.6006,0.0,0.0192,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.004,0.0,0.0,0.0,0.0,0.0,0.1729,104.4042,0.0007,0.0733,0.4166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0487,29.621,3.9133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6425,18.7546,109.5747,60.0,0.0,0.0,0.0,0.0,32.3594,0.0,0.0,0.0,0.0,0.0,0.0,21.3645,148.0287,13.3923,0.0,434.2674,151.7665,0.0,190.3869,746.915,74.0741,191.7582,250.1742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.7767,244.2748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.0078,0.0026,0.7942,0.85,1.5021,0.3718,267.064,0.6219,535.0245,2.0293,11.21,0.0584,0.4958,0.0157,0.0584,0.0484,82.8602,1
3,2988.72,2479.9,2199.0333,909.7926,1.3204,1.4882,-0.0124,-0.0033,0.9629,0.0,9.6052,422.2894,9.6924,12.4782,1.4011,-5468.25,-4515.0,-1657.25,1.3137,62.9333,2.6444,3.3813,84.9105,8.6789,49.49,76.9,1.279,70.0,131.8027,1.3027,0.0,4.486000000000001,24.3791,361.4582,116.1818,13.5597,15.6209,0.9761,70.2289,160.321,0.0,-0.0555,-0.0461,-0.04,0.04,0.0676,-0.1051,0.0028,0.0277,7.5925,0.1302,0.0,2.4004,0.9904,1752.0968,0.1958,8205.7,0.0697,-0.0003,-0.0021,-0.0001,0.0002,0.0,-0.0195,-0.0002,-0.0699,-0.0059,-0.0483,-0.118,0.0,0.4647,0.9564,0.0,709.0867,0.9906,58.6635,0.6016,0.9761,6.4935,15.55,3.132,2.48,0.2838,0.7244,41.1025,127.0,118.0,123.7,47.8,162.43200000000002,0.0,5.51,0.003,0.114,0.0393,0.0613,0.0,9.073,15.241,0.015,0.35,0.0699,0.0,0.0,859.0,355.0,3433.0,3004.0,1.7,0.9,0.086,0.241,0.9386,0.0356,0.2618,0.4391,0.8567,0.2452,0.39,0.0,0.0,16.22,0.693,14.67,22.562,0.1786,0.0,52.571000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.139,13.56,5.92,104.95,0.1248,0.0463,0.1223,0.0354,0.0708,0.0754,0.0643,0.0932,5.5398,0.0023,0.0764,0.0015,152.0885,0.0573,820.3999,0.0,0.0152,0.0149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.004,0.0,0.0,0.0,0.0,0.0,0.0191,94.0954,0.001,0.0406,0.4212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0513,31.83,3.1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.7362,0.0,0.0,94.4594,76.0354,181.2641,34.0336,0.0,0.0,0.0,0.0,27.6824,0.0,0.0,0.0,0.0,0.0,0.0,24.2831,100.0021,35.4323,0.0,225.0169,100.4883,305.75,88.5553,104.666,71.7583,0.0,336.766,0.0,0.0,711.6418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.5593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.0078,0.0026,1.165,39.33,1.1613,0.7288,268.228,0.163,530.5682,2.0253,9.33,0.0202,0.499,0.0103,0.0202,0.0149,73.8432,-1
4,3032.24,2502.87,2233.3667,1326.52,1.5334,1.5031,-0.0031,-0.0072,0.9569,0.0,10.5661,420.5925,10.3387,12.4735,1.3888,-5476.25,-3987.5,117.0,1.2887,62.8333,3.1556,3.2728,86.3269,8.7677,49.752,76.39,2.209,70.0,176.3136,1.0341,0.0,4.624,-12.2945,355.0809,144.0191,21.9782,32.2945,0.9256,65.8417,0.0,0.0,-0.0534,0.0183,-0.0167,-0.0449,0.0034,-0.0178,-0.0123,-0.0048,7.5017,0.1342,0.0,2.4530000000000003,0.9902,1828.3846,0.1829,9014.46,0.0448,-0.0077,-0.0001,-0.0001,-0.0001,0.0,-0.0167,0.0004,0.0696,-0.0045,-0.0799,-0.2038,0.0,0.0,0.9424,0.0,796.595,0.9908,58.3858,0.5913,0.9628,6.3551,15.75,3.148,3.027,-0.5677,0.778,38.1448,119.0,143.2,123.1,48.8,296.303,0.0,3.64,0.0041,0.0634,0.0451,0.0623,0.0,9.005,12.505999999999998,0.0126,0.43,0.0538,0.0,0.0,699.0,283.0,1747.0,1443.0,3.9,0.8,0.1009999999999999,0.499,0.5760000000000001,0.0631,0.3053,0.583,0.8285,0.1308,0.922,0.0,0.0,15.24,0.282,10.85,37.715,0.1189,0.0,72.149,0.0,0.0,0.0,0.0,0.0,0.0,0.25,19.77,5.52,92.307,0.0915,0.0506,0.0769,0.1079,0.0797,0.1047,0.0924,0.1015,4.1338,0.003,0.0802,0.0004,69.15100000000001,0.1969999999999999,1406.4004,0.0,0.0227,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,149.2172,0.0006,0.0177,0.4051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488,19.862,3.6163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0295,0.0,85.2255,43.8119,0.0,25.3521,0.0,0.0,0.0,0.0,30.8924,0.0,0.0,0.0,0.0,0.0,0.0,44.898,89.9529,42.6838,0.0,171.4486,276.881,461.8619,240.1781,0.0,587.3773,748.1781,0.0,0.0,293.1396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.0078,0.0026,1.4636,1.98,0.9778,0.2156,0.0,0.0,532.0155,2.0275,8.83,0.0,0.48,0.4766,0.0202,0.0149,73.8432,-1
5,2946.25,2432.84,2233.3667,1326.52,1.5334,1.5287,0.0167,0.0055,0.9699,0.0,8.6617,414.2426,9.2441,12.4935,1.3836,-6058.0,-3906.5,193.75,0.893,62.3778,1.6333,3.52,85.4233,9.6484,49.4205,59.94,3.024,70.0,142.2591,1.188,0.0,4.636,28.2955,360.2409,130.5545,7.617999999999999,11.7045,0.9227,70.3707,0.0,0.0,0.0198,-0.055,-0.001,-0.0074,-0.0026,-0.0853,-0.0111,0.021,6.7509,0.1417,0.0,2.3745,0.9888,1832.6305,0.2099,7869.7,-0.113,0.0009,-0.0004,-0.0002,0.0001,0.0,-0.0419,-0.0002,0.0265,-0.0052,-0.2601,0.1324,0.0,0.4651,0.9427,0.0,748.0887,0.9907,58.656000000000006,0.6081,0.9632,6.3186,15.88,2.541,2.7710000000000004,-0.0946,0.8122,37.9213,123.0,159.8,119.3,48.8,296.303,0.0,3.64,0.0041,0.0709,0.0581,0.0478,0.0,5.369,10.42,0.0106,0.45,0.0511,0.0,0.0,2089.0,910.0,323.0,1157.0,1.7,0.9,0.106,0.123,0.6308,0.3176,0.3824,0.5646,0.7408,0.2789,0.2189999999999999,0.0,0.0,19.7,0.482,14.38,35.535,0.1552,0.0,82.556,0.0,0.0,0.0,0.0,0.0,0.0,0.244,21.78,6.61,111.952,0.0645,0.0391,0.0849,0.0614,0.0494,0.0668,0.0803,0.0575,2.8799,0.0117,0.0662,0.0028,129.1731,0.031,1132.2998,0.0,0.0362,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0035,0.0,0.0,0.0,0.0,0.0,0.0217,158.2729,0.0007,0.0268,0.4484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,29.743,3.6327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.774,865.1584,0.0,61.9853,8.2683,597.1613,55.102,0.0,0.0,0.0,0.0,42.8261,0.0,0.0,0.0,0.0,0.0,0.0,23.3606,285.9,56.539,0.0,325.3468,71.0586,0.0,826.936,0.0,78.3348,723.4234,273.8095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.7351,622.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.0078,0.0026,1.2708,1.65,0.9469,0.29,254.006,0.1905,534.2091,2.3236,8.91,0.0342,0.4949,0.0189,0.0342,0.0151,44.0077,-1
6,3030.27,2430.12,2230.4222,1463.6606,0.8294,1.5816,-0.027,0.0105,0.9591,0.0,9.035,415.8852,9.999,12.4608,1.4067,-6154.0,-3914.75,580.25,0.9063,60.8,2.4889,3.4927,87.1543,9.1502,49.7153,74.46,3.978,70.0,132.3455,1.2714,0.0,4.59,2.1109,351.46,114.4564,12.74,17.8891,1.115,83.4997,0.0,0.0,0.0227,-0.0132,-0.0321,-0.0389,-0.0154,-0.0022,-0.0281,0.0288,8.4126,0.1479,0.0,2.4676,0.9675,1740.6472,0.2395,9238.3601,0.1397,0.0013,-0.0028,0.0,0.0001,0.0,0.0577,0.0004,0.0221,-0.0042,0.0148,-0.0372,0.0,0.0,0.936,0.0,806.2734,0.9905,58.823,0.6034,0.9754,6.5398,15.83,2.575,2.854,-0.4731,0.7589,36.9578,89.0,173.7,122.5,56.2,219.7679,0.0,5.7,0.0049,0.0955,0.088,0.0493,0.0,8.255,10.965,0.0189,0.35,0.086,0.0,0.0,2117.0,643.0,441.0,565.0,3.0,0.6,0.1159999999999999,0.11,0.5811,0.0356,0.353,0.5535,0.8142,0.1764,1.065,0.0,0.0,18.27,0.475,10.81,15.84,0.1016,0.0,47.803,0.0,0.0,0.0,0.0,0.0,0.0,0.222,14.05,3.43,114.35,0.0604,0.0672,0.0355,0.0737,0.0903,0.0874,0.0998,0.0877,1.9062,0.0039,0.0903,0.0032,65.3582,0.0983,1046.2002,0.0,0.0226,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,105.5219,0.001,0.0286,0.5536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,29.099,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.1524,467.5756,0.0,91.3669,11.2651,97.3718,24.1071,0.0,0.0,0.0,0.0,23.6929,0.0,0.0,0.0,0.0,0.0,0.0,162.4892,110.283,29.9535,0.0,266.1526,509.0909,110.6781,189.4602,586.3636,0.0,355.7932,304.5139,0.0,0.0,723.3853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.5238,748.3871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.0078,0.0026,0.5051,0.87,0.9128,0.4697,0.0,0.0,541.9036,2.4229,6.48,0.0,0.501,0.0143,0.0342,0.0151,44.0077,-1
7,3058.88,2690.15,2248.9,1004.4692,0.7884,1.5153,0.0157,0.0007,0.9481,0.0,13.6872,408.4017,9.6836,12.5263,1.4092,-5395.5,-3819.75,-737.0,1.328,67.3,2.7889,3.4588,83.8887,8.7289,49.5316,78.09,2.6710000000000003,70.0,142.2945,0.9025,0.0,4.636,29.1309,360.1382,131.4255,5.5936,10.8691,0.9965,57.0841,0.0,0.0,-0.0187,-0.0594,0.0249,0.0041,0.0002,-0.0765,0.0004,0.0086,6.2166,0.1369999999999999,0.0,2.3466,0.9902,1826.1111,0.2038,9117.3699,-0.0672,-0.0028,-0.0018,0.0,0.0002,0.0,-0.0102,0.0003,-0.0086,-0.0057,0.1039,-0.0866,0.0,0.465,0.9464,0.0,778.3335,0.9902,59.0421,0.6039,0.9622,6.3241,15.78,2.27,2.645,0.7096,0.7863,40.5458,91.0,175.4,201.1,55.5,249.9639,0.0,7.56,0.0034,0.1027,0.0626,0.0463,0.0,19.388,14.952,0.016,0.48,0.0474,0.0,0.0,233.0,346.0,1429.0,807.0,1.9,1.1,0.073,0.385,0.8182,0.098,0.4235,0.7064,0.9357,0.3062,0.22,0.0,0.0,13.92,0.3929999999999999,14.09,37.242,0.0826,0.0,11.961,0.0,0.0,0.0,0.0,0.0,0.0,0.244,12.63,4.72,73.632,0.0701,0.0529,0.1203,0.0517,0.0541,0.0989,0.0807,0.0378,7.5616,0.0035,0.0915,0.0005,126.1031,0.0976,1222.1006,0.0,0.0317,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0048,0.0,0.0,0.0,0.0,0.0,0.0643,128.7632,0.0012,0.0254,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0331,27.861,2.9057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.362,0.0,0.0,141.6508,37.4108,109.498,39.4422,0.0,0.0,0.0,0.0,8.9488,0.0,0.0,0.0,0.0,0.0,0.0,16.2027,225.7941,71.7657,0.0,374.6159,89.1323,484.1046,0.0,0.0,129.2388,0.0,440.8163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.0078,0.0026,0.6174,0.76,0.9823,0.4232,265.09,0.1334,493.0054,2.2008,278.19,0.0204,0.4984,0.0106,0.0204,0.0194,95.031,-1
8,2967.68,2600.47,2248.9,1004.4692,0.7884,1.5358,0.0111,-0.0066,0.9494,0.0,12.6837,417.6009,9.7046,12.5263,1.4278,-4196.5,-2948.0,622.75,0.6829999999999999,62.8,2.1444,3.5067,85.4274,9.6234,49.5107,61.1,3.217,70.0,142.7009,1.1722,0.0,4.636,26.9791,358.3473,129.68,8.8612,13.0209,0.9079,74.3992,0.0,0.0,-0.0088,-0.0523,-0.0629,0.0067,-0.0047,-0.094,-0.0251,0.0306,7.6346,0.1369999999999999,0.0,2.2944,0.98,1788.8624,0.1564,8615.27,0.001,0.0005,-0.0033,0.0,0.0002,0.0,0.0791,0.0001,-0.0024,-0.0048,-0.0299,-0.1156,0.0,0.4642,0.9453,0.0,748.563,0.9906,58.7785,0.6054,0.9635,6.3354,15.78,2.27,2.645,0.7096,0.7863,40.5458,91.0,136.1,116.8,55.5,249.9639,0.0,7.56,0.0034,0.0945,0.0551,0.0415,0.0,7.245,16.973,0.0151,0.48,0.0559999999999999,0.0,0.0,5781.0,2900.0,3961.0,948.0,2.4,0.6,0.071,0.091,0.5087,0.2885,0.4343,0.5245,0.8582,0.247,0.226,0.0,0.0,12.48,0.36,11.45,31.969,0.1811,0.0,81.637,0.0,0.0,0.0,0.0,0.0,0.0,0.244,16.32,5.09,90.715,0.0418,0.0555,0.0324,0.06,0.0293,0.081,0.0912,0.0476,2.8877,0.0035,0.0401,0.0287,100.5114,0.0404,740.3994,0.0,0.0331,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0042,0.0,0.0,0.0,0.0,0.0,0.0306,61.5139,0.0007,0.0395,0.4304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0331,27.861,2.9057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.3964,624.0602,0.0,57.1204,134.3623,152.22799999999998,27.9793,0.0,0.0,0.0,0.0,37.6287,0.0,0.0,0.0,0.0,0.0,0.0,18.8665,184.1738,44.9089,0.0,477.0328,106.1693,51.4694,892.1933,616.8421,86.1931,364.0719,155.6827,0.0,0.0,686.5784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.5827,395.2941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.0078,0.0026,0.6709999999999999,1.36,0.9651,0.1343,265.184,0.1145,535.1818,2.217,7.09,0.0111,0.4993,0.0172,0.0111,0.0124,111.6525,-1
